song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var,label
Ore Ore Amar Mon.mp3,103.359375,129856,1260.737864,0.244255423,0.298129823,0.088881391,0.438648878,0.27221938,0.074103391,0.249958672,0.144409127,0.020853996,18.03774712,128.9694722,16633.12475,-1.156598515,36.56746616,1337.179581,0.004805743,2.266564874,5.137316327,0.266961217,0.10084796,0.010170312,1641.139912,424.1898995,179937.0708,1951.354965,291.963197,85242.50839,23.07120336,6.534349314,42.69772096,3177.584952,1017.136725,1034567.117,2.71359511,3.070625641,9.428741826,-0.003773486,0.083318415,0.006941958,0.071590459,0.028294606,0.000800585,4.25E-05,0.246537596,0.06078079,0.000228621,0.083104856,0.006906417,2.243047619,1.247527584,1.556325074,3
Ore Projapoti Maya.mp3,107.6660156,136567,1276.327103,0.220543997,0.296233948,0.087754552,0.411927139,0.28340198,0.080316682,0.237854075,0.163581088,0.026758772,23.13129411,174.1422826,30325.53458,1.717414625,34.09210683,1162.271748,0.012987545,2.750304901,7.56417705,0.294707298,0.117761433,0.013867754,1918.8168,570.2115117,325141.1681,2311.479557,358.8433588,128768.5562,24.10097788,6.80955726,46.37007007,4232.149409,1377.520883,1897563.782,2.677870872,3.072194945,9.438381782,0.018611232,0.087956757,0.007736391,0.071233507,0.031652362,0.001001872,0.002264892,0.292538255,0.085578635,0.002227665,0.067416795,0.004545025,4.587102041,2.282965288,5.211930507,3
Ore Shikol Tomay.mp3,161.4990234,206374,1289.8375,0.235002489,0.295040745,0.087049041,0.426829219,0.277160762,0.076818088,0.242839585,0.156084173,0.024362269,25.86568747,150.8641407,22759.98894,-0.135346776,29.33104756,860.3103507,0.007701565,2.19809118,4.831604836,0.333227217,0.078971379,0.006236479,1998.505222,525.3960208,276040.9787,2154.030997,286.2399434,81933.30522,23.53488506,6.223540114,38.73245155,4074.496195,1062.045939,1127941.577,3.5913142,3.873755761,15.0059837,0.02012943,0.07937559,0.006300484,0.084861543,0.033406136,0.00111597,2.36E-05,0.307397783,0.094493397,0.000316093,0.086447403,0.007473154,2.77478458,1.300866745,1.692254288,3
Orey Majhi Orey Aamar.mp3,112.3471467,140443,1276.754545,0.254934019,0.304401371,0.092660195,0.376973621,0.295065595,0.087063705,0.220064932,0.186828154,0.034904759,1.017910455,9.403916985,88.43365466,-8.045018439,61.99878645,3843.849521,0.003074272,2.300698276,5.293212558,0.063232854,0.033987023,0.001155118,1570.215295,456.7105359,208584.5136,1864.889074,292.7247897,85687.80248,25.51922945,6.503698771,42.29809771,3192.447362,919.5801795,845627.7065,0.651792407,0.834381298,0.696192151,0.035603968,0.086472334,0.007477465,0.070675876,0.039248916,0.001540477,-0.021209741,0.062165797,0.003864586,-0.000132716,0.019063938,0.000363434,2.406748299,1.526458608,2.330075883,3
Orey Saabdhani Pothik.mp3,143.5546875,180448,1279.77305,0.28063853,0.317813815,0.101005621,0.43864077,0.277444204,0.076975286,0.248348951,0.147160226,0.021656132,2.688266766,22.00258937,484.1139388,-7.196444153,52.76889906,2784.556708,0.00963058,2.461148274,6.057250826,0.09589193,0.055702586,0.003102778,1896.647063,551.8703474,304560.8804,2020.635902,403.0362336,162438.2056,23.17095704,6.961983924,48.46922015,3934.267877,1129.448619,1275654.183,1.012663289,1.265333283,1.601068316,0.013831093,0.08909547,0.007938003,0.090909881,0.040832354,0.001667281,-1.98E-06,0.099096462,0.009820109,-4.73E-05,0.030007085,0.000900425,2.966349206,1.229252096,1.511060716,3
Pagal Je Tui Kantha.mp3,184.5703125,224864,1263.280899,0.256020154,0.305003719,0.093027269,0.379561828,0.292915159,0.085799291,0.232275236,0.171410466,0.029381548,3.714753084,25.49974894,650.2371962,-11.34467378,48.3498609,2337.709049,0.007918093,1.902453277,3.619328472,0.123765774,0.046664387,0.002177565,2015.456758,357.2334421,127615.7322,1747.777366,153.7648035,23643.61478,25.94830981,7.573737886,57.36150556,4054.383817,483.7465482,234010.7229,1.350760665,1.517019672,2.301348684,0.005758605,0.091642516,0.008398351,0.110155985,0.037878643,0.001434792,-1.23E-06,0.114688993,0.013153564,-4.79E-06,0.04017593,0.001614105,2.950095238,1.746064552,3.048741419,3
Pakhi Bole Chapa.mp3,129.1992188,164691,1266.853846,0.287229295,0.297001986,0.08821018,0.434242501,0.279102133,0.077898001,0.243519775,0.155020814,0.024031453,17.12063453,129.5749324,16789.6631,0.349879358,31.73452935,1007.080353,0.00858086,2.694596932,7.260852624,0.261158675,0.093657218,0.008771675,2023.672692,555.8208349,308936.8005,2271.824207,363.5356714,132158.1844,23.61472649,7.220775729,52.13960213,4235.936886,1259.775613,1587034.596,2.828021497,3.163792028,10.00958,0.004218292,0.086171053,0.00742545,0.093809712,0.045437141,0.002064534,1.79E-05,0.247459978,0.061236441,0.000142707,0.077959552,0.006077692,2.362630385,1.39026994,1.932850507,3
Parobasi Cholo Eghore.mp3,135.9991776,159877,1279.016,0.251723329,0.309429807,0.095746806,0.39410852,0.28672881,0.08221341,0.229545892,0.175048613,0.030642017,2.680751398,19.47031207,379.0930522,-8.566174268,54.20781303,2938.486994,0.009482899,2.490115414,6.200674777,0.09677764,0.048648916,0.002366717,1823.004486,620.1528446,384589.5506,2043.878799,474.4229176,225077.1047,23.34237189,6.380922789,40.71617564,3874.351572,1361.711621,1854258.538,0.982653645,1.190498024,1.417285545,-0.0171581,0.087246854,0.007612014,0.071183432,0.032494382,0.001055885,-8.30E-05,0.101489946,0.01030021,-0.000226183,0.020731885,0.000429811,4.048399093,1.127884649,1.272123781,3
Paye Pori Shono.mp3,92.28515625,116493,1280.142857,0.291128015,0.296720615,0.088043123,0.450354178,0.26864649,0.072170937,0.251486873,0.141731034,0.020087686,20.4224372,97.68778101,9542.902559,1.349615919,30.49421049,929.8968734,0.010523171,2.047243052,4.191204115,0.308039576,0.065390624,0.004275934,1928.929472,503.3973397,253408.8816,2028.51184,248.8586653,61930.63531,23.18292307,6.760520951,45.70464352,3743.127366,978.8461502,958139.7858,3.7288709,4.008052403,16.06448407,-0.009035402,0.077308899,0.005976666,0.100264889,0.050169562,0.002516985,-8.37E-07,0.268340647,0.07200671,-4.33E-06,0.098115824,0.009626715,2.879274376,1.856783496,3.44764495,3
Phire Phire Amay.mp3,123.046875,152906,1253.327869,0.223871393,0.314326502,0.09880115,0.375717555,0.300151034,0.090090643,0.226272261,0.179260139,0.032134197,22.48960475,219.6229235,48234.22854,-1.940055674,39.25956409,1541.313372,-0.000442369,2.276485543,5.182386426,0.284211844,0.12629512,0.015950456,1691.332654,583.3547001,340302.7061,2020.829528,383.110993,146774.033,24.1761318,6.563875821,43.0844658,3407.512729,1367.407933,1869804.455,2.17378238,2.559284831,6.549938848,-0.004557534,0.091408708,0.008355552,0.056668025,0.027477554,0.000755016,1.98E-05,0.281212002,0.079080194,0.000235049,0.086576141,0.007495429,2.269750567,1.197930828,1.435038268,3
Porobashi Chole Esho.mp3,135.9991776,171527,1289.676692,0.215006244,0.295474156,0.087304977,0.377096196,0.290753416,0.084537549,0.221224505,0.185453637,0.034393052,22.94728361,178.1143041,31724.70533,1.43588169,35.30955284,1246.764522,0.006574658,2.279669314,5.196892181,0.293904036,0.13366656,0.017866749,2055.1981,756.7689177,572699.1948,2392.125621,516.2514017,266515.5098,23.93962921,6.126139458,37.52958466,4311.136431,1838.113972,3378662.976,2.693451776,3.190747784,10.18087142,-0.021316565,0.087764458,0.0077026,0.085640639,0.055365957,0.003065389,-0.00041155,0.298485726,0.08909373,-0.001107391,0.072472408,0.00525225,3.900952381,2.563739578,6.572760622,3
Prangone Mor Sirish.mp3,135.9991776,166181,1258.94697,0.286286233,0.301690469,0.091017139,0.416573448,0.288788447,0.083398767,0.238805164,0.162189478,0.026305427,10.7157901,72.1509487,5205.759399,-0.358619454,41.99871298,1763.891892,0.003442898,2.076813931,4.313156105,0.200513735,0.078963771,0.006235278,1456.352643,399.4149158,159532.275,1804.374693,280.2357971,78532.10196,22.67235678,6.006302746,36.07567268,2913.457383,881.6081453,777232.9219,2.178375688,2.444260146,5.974407662,-0.018710582,0.084342382,0.007113637,0.052363818,0.018585654,0.000345427,4.14E-07,0.187809989,0.035272591,6.52E-05,0.057756901,0.00333586,5.0178322,2.953810969,8.724999242,3
Rangiye Diye Jao.mp3,135.9991776,168753,1268.819549,0.301659692,0.304800896,0.092903586,0.491917999,0.268373899,0.072024549,0.258885895,0.127716197,0.016311427,11.27830125,64.9935264,4224.158474,-2.845182415,32.12941886,1032.299556,0.010525262,2.476430242,6.132706741,0.215847149,0.071181908,0.005066864,2062.378715,490.4447802,240536.0824,2236.382775,338.1114998,114319.3863,21.87153108,6.619901618,43.82309743,4283.83243,1204.440166,1450676.114,2.754360232,3.16776437,10.03473111,-0.01146995,0.067458088,0.004550594,0.093767385,0.034123626,0.001164422,-5.73E-07,0.170007303,0.028902482,-4.27E-05,0.094566032,0.008942734,3.096380952,1.534754252,2.355470615,3
Roi Je Kangal Sunyo Haate.mp3,151.9990809,191012,1281.959732,0.274737875,0.302979597,0.091796636,0.401859414,0.286994832,0.082366034,0.235670156,0.16671206,0.027792911,0.808067942,6.809475888,46.36896187,-8.507995883,60.87644388,3705.941419,0.002773875,2.426582138,5.888300872,0.058325529,0.026775587,0.000716932,1698.829791,491.5972213,241667.828,1897.32772,378.9611356,143611.5423,24.03599271,6.873743745,47.24835307,3500.412167,1089.457651,1186917.973,0.623632654,0.737655323,0.544135376,-0.012768885,0.086299127,0.007447539,0.072165852,0.032966377,0.001086782,-0.022448068,0.053905401,0.002905792,-0.000123985,0.015538317,0.000241439,1.583600907,0.924305871,0.854341343,3
Shara Borosh Dekhine.mp3,99.38401442,123340,1258.571429,0.253538787,0.298748067,0.089250408,0.430985737,0.277718355,0.077127485,0.241662187,0.157900985,0.024932721,21.44415363,120.8401797,14602.34904,0.802320799,38.63196938,1492.429058,0.009664668,2.254060142,5.080787122,0.290818512,0.093082249,0.008664305,1379.369966,285.9772722,81783.00021,1788.906232,226.4345993,51272.62776,23.47130765,6.315149095,39.8811081,2482.28499,867.8020481,753080.3946,3.029805367,3.374105373,11.38458707,-0.00554143,0.082993294,0.006887887,0.060740751,0.016216607,0.000262978,1.95E-05,0.264194965,0.069798976,0.000177433,0.096846208,0.009379189,4.144761905,2.30411108,5.308927871,3
She Kon Boner Horin.mp3,184.5703125,231457,1264.79235,0.244796288,0.295806856,0.087501696,0.462691705,0.268129278,0.07189331,0.250522627,0.143428541,0.020571747,13.44862971,87.11334784,7588.735371,1.356733031,34.62245208,1198.714188,0.010544291,1.909739629,3.647105452,0.233548,0.078024052,0.006087753,1837.533932,532.28933,283331.9309,2129.003878,285.1202649,81293.56545,22.77147207,6.623435267,43.86989474,3777.952155,1060.090668,1123792.225,2.517499081,2.729887444,7.452285457,-0.012331939,0.086917767,0.007554698,0.079334554,0.037808518,0.001429484,2.87E-05,0.220251009,0.048510507,4.80E-05,0.057078078,0.003257907,3.746539683,1.747188184,3.05266655,3
She Kon Pagol.mp3,151.9990809,188288,1272.216216,0.290465914,0.289243856,0.083662008,0.44985869,0.274105138,0.075133627,0.24554728,0.151788889,0.023039867,19.31347854,101.5049117,10303.2471,3.795186169,31.82385763,1012.757914,0.006635996,2.332442434,5.44028771,0.282232136,0.083047234,0.006896843,1834.358638,461.6469398,213117.897,2141.338325,303.6888493,92226.91717,23.13338678,6.869320128,47.18755903,3832.755991,1140.14788,1299937.188,3.328596889,3.736178564,13.95903026,-0.005515925,0.08217013,0.00675193,0.082397083,0.033219699,0.001103548,-2.26E-05,0.246577114,0.060800277,-0.000653278,0.097014464,0.009411806,3.090575964,1.746117431,3.048926084,3
Shonnashi Je Jagilo.mp3,172.265625,214485,1254.298246,0.329623325,0.299704442,0.089822753,0.494220097,0.272545654,0.074281134,0.251349965,0.141973689,0.020156529,20.3775113,108.0323621,11670.99126,4.354456013,33.82971719,1144.449765,0.010155889,2.329958816,5.428708086,0.288134634,0.082008488,0.006725392,1765.707644,553.9891673,306903.9974,2176.301427,329.1860112,108363.43,23.2722414,6.709983549,45.02387923,3762.78558,1112.593137,1237863.488,3.240064077,3.558278076,12.66134287,0.006023419,0.063911427,0.00408467,0.072455533,0.038839121,0.001508477,-1.51E-06,0.2575351,0.066324323,0.000198404,0.083217613,0.006925171,3.03600907,1.566871718,2.45508698,3
Sob Kaaje Haat Laagai Moraa.mp3,103.359375,130190,1276.372549,0.277690144,0.300068787,0.090041277,0.448620104,0.274104171,0.075133096,0.25217331,0.140506068,0.019741955,2.573238161,16.52172137,272.9672771,-5.965356807,48.11019637,2314.590994,0.009093469,2.7548353,7.58911753,0.098567024,0.044977374,0.002022964,1889.494961,505.5979254,255629.2621,1999.072645,403.9973264,163213.8397,22.47191191,6.278423096,39.41859657,3848.405896,1151.731364,1326485.134,1.158956896,1.414181802,1.99991017,-0.010564418,0.08029312,0.006446985,0.085430889,0.032742259,0.001072056,-2.25E-06,0.08901599,0.007923846,-4.05E-05,0.038245715,0.001462735,3.405206349,1.865203833,3.478985338,3
Sokal Belar Kuuri Aamar.mp3,95.703125,119327,1269.43617,0.3125683,0.2985984,0.089161004,0.435090644,0.272454895,0.07423167,0.25082723,0.142895186,0.020419034,1.794460982,11.80923709,139.4580808,-7.584857094,49.21473556,2422.090196,0.009850427,2.34381002,5.493445408,0.084585093,0.042396784,0.001797487,2114.935441,545.8837733,297989.0939,2063.661131,322.0503504,103716.4282,23.98537176,7.074571236,50.04955818,4111.616804,1045.071586,1092174.62,1.000078494,1.213768961,1.473235091,-0.010507551,0.081908554,0.006709011,0.111240635,0.050405165,0.002540681,-2.42E-06,0.081377625,0.006622318,-3.69E-05,0.027978186,0.000782779,2.840961451,1.279528538,1.637193278,3
Sudhu Jower Asha.mp3,143.5546875,185298,1286.791667,0.284250696,0.308344335,0.095076229,0.400901004,0.286722747,0.082209933,0.23666176,0.165301375,0.027324545,3.926063062,29.3882848,863.6712832,-5.784522815,52.38351963,2744.033129,0.007651795,2.473489077,6.118148216,0.116498575,0.057808064,0.003341772,1579.61458,662.6172267,439061.5891,1907.10002,471.2073736,222036.389,23.26386938,6.409648362,41.08359212,3262.446939,1490.213835,2220737.274,1.136739237,1.33786982,1.789895655,0.032673802,0.084981948,0.007221932,0.060557457,0.040103683,0.001608305,-1.72E-06,0.120460376,0.014510701,-3.92E-05,0.02750914,0.000756753,3.065034014,1.272021245,1.618038048,3
Sundarer Bandhan.mp3,184.5703125,218098,1246.274286,0.28216465,0.294650658,0.08681901,0.488362532,0.259390852,0.067283614,0.260902589,0.123544213,0.015263173,18.64139157,104.928222,11009.93178,-1.118229993,28.9085722,835.7055468,0.006981063,2.601693444,6.768808775,0.2947281,0.083857022,0.007032,2422.897515,547.8419764,300130.8311,2152.275186,301.7724288,91066.5988,21.93014412,8.310664817,69.0671497,4762.279536,953.6795065,909504.6012,3.991385593,4.415223165,19.49419559,0.017884362,0.07234646,0.00523401,0.126333892,0.046755649,0.002186091,-0.001725196,0.247742906,0.061376546,-0.001110041,0.109166972,0.011917428,2.625015873,1.32923796,1.766873555,3
Swapanpaarer Daak Shunechhi.mp3,107.6660156,128850,1275.742574,0.258122723,0.323490377,0.104646024,0.430477402,0.289302305,0.083695824,0.240383604,0.159840721,0.025549056,2.575790273,23.58935208,556.4575314,-7.158951756,50.70573641,2571.071705,0.009083657,2.367259839,5.603919147,0.095571473,0.048482362,0.002350539,2236.403489,598.7787602,358536.0036,2385.698388,398.6704889,158938.1587,21.85584184,6.266083182,39.26379845,4641.830265,1288.962242,1661423.662,0.910506394,1.074033536,1.153548037,-0.002293997,0.078686585,0.006191579,0.079445098,0.039186477,0.00153558,-6.59E-05,0.098032996,0.009610469,-0.000223126,0.027074015,0.000733002,4.448943311,1.308118356,1.711173634,3
Timir O Moyo Nibir.mp3,151.9990809,185678,1263.115646,0.282724548,0.304430211,0.092677753,0.49054734,0.268687,0.072192704,0.257544554,0.130399908,0.017004136,17.89342221,105.4356214,11116.67026,2.454532134,38.58032329,1488.441345,0.008914733,2.534589658,6.424144732,0.273009539,0.062192164,0.003867865,1645.784739,544.1349019,296082.7915,2106.601077,423.984451,179762.8147,23.88633556,7.972059312,63.55372967,3469.183189,1443.631893,2084073.043,2.783142168,3.03735934,9.22555176,-0.004783288,0.060960017,0.003716124,0.075949654,0.036283245,0.001316474,-3.86E-06,0.24940981,0.062205255,4.53E-05,0.075875774,0.005757133,2.14552381,1.095194459,1.199450904,3
Timiromoy Nibiro Nisha.mp3,129.1992188,153232,1235.741935,0.239850561,0.301226693,0.090737521,0.384544112,0.289701648,0.083927045,0.228703882,0.176147289,0.031027868,1.171165189,12.91526902,166.8041739,-7.075761027,59.32630199,3519.610107,0.008196771,2.225373284,4.952286255,0.066662289,0.032891218,0.001081832,1588.207349,495.3394283,245361.1492,1909.127207,379.131364,143740.5912,24.76064879,6.342960813,40.23315187,3324.354898,1178.570514,1389028.456,0.64652773,0.755344315,0.570545034,-0.017672443,0.090564388,0.008201908,0.061316145,0.031111332,0.000967915,-0.021568893,0.065201312,0.004251211,-0.000172702,0.017092699,0.00029216,2.441578231,1.467535578,2.153660671,3
Tomader Dan Jasher Dalay.mp3,172.265625,223459,1322.242604,0.246527486,0.303289831,0.091984721,0.375102789,0.289944725,0.084067944,0.230495129,0.173796803,0.030205329,2.899559756,20.75935303,430.9507381,-11.33699675,66.35018165,4402.346604,0.009019819,1.976038628,3.90472866,0.101155542,0.047370434,0.002243958,1132.976211,552.8639144,305658.5078,1216.694395,292.9109738,85796.8386,23.93570088,7.69042477,59.14263314,2141.795382,992.8368019,985724.9152,0.992156186,1.193158636,1.423627531,-0.014447752,0.094674339,0.008963231,0.05586134,0.076615811,0.005869982,6.91E-05,0.09828113,0.00965918,0.000137304,0.031000534,0.000961033,2.449705215,1.076251786,1.158317907,3
Tomar Ashon Shunno Aji.mp3,143.5546875,188340,1281.22449,0.232453616,0.302671287,0.091609908,0.415283032,0.289118048,0.083589246,0.232683545,0.17085579,0.029191701,26.81941123,186.7446325,34873.55778,2.211897906,32.6593954,1066.636108,0.008484583,2.388254624,5.703760149,0.327799112,0.10588032,0.011210643,1769.449197,421.5781745,177728.1573,2161.756642,298.3328597,89002.49517,24.68566138,6.541663545,42.79336194,3792.185403,991.6466721,983363.1224,3.196879282,3.519275558,12.38530046,-0.003054546,0.091446819,0.008362521,0.07244155,0.029145635,0.000849468,1.15E-05,0.315828532,0.099747665,-0.000139148,0.075393669,0.005684205,2.871147392,1.726919637,2.982251432,3
Tomar Holo Suru Aamar Holo Saara.mp3,161.4990234,183393,1214.523179,0.22911718,0.297928604,0.088761453,0.375766865,0.285931955,0.081757083,0.225653762,0.180038087,0.032413713,2.28427368,22.46180961,504.5328912,-18.03803831,62.2258809,3872.060254,0.000394013,1.762291007,3.105669594,0.08541321,0.062894963,0.003955776,1873.419732,601.6485164,361980.9373,1832.151365,432.4375229,187002.2112,26.57576718,7.210458529,51.9907122,3653.361242,1235.300889,1525968.287,0.755769737,1.033324181,1.067758862,-0.022697014,0.109225183,0.011930141,0.089904785,0.043302926,0.001875143,-0.000282681,0.101716012,0.010346146,-5.00E-05,0.017649505,0.000311505,8.41723356,3.30558299,10.9268789,3
Tomra Hasiya Bohiya.mp3,123.046875,154181,1274.22314,0.235485825,0.30199844,0.091203058,0.42859625,0.276166323,0.076267838,0.247668286,0.14830291,0.021993753,32.72480503,213.4553831,45563.20056,3.478334037,33.22359149,1103.807032,0.00231925,2.248302705,5.054865055,0.35945645,0.111811019,0.012501704,1607.886445,475.2878681,225898.5575,2039.009844,324.5346144,105322.716,22.22432872,6.295708786,39.63594912,3297.280062,1246.518582,1553808.575,3.66602338,3.967876208,15.7440416,-0.004620553,0.085490959,0.007308704,0.061647586,0.026790879,0.000717751,-0.002230236,0.321559221,0.103400335,-0.002006194,0.105579533,0.011147037,2.642430839,1.44228632,2.080189828,3
Tori Amar Hothat Dube Jay .mp3,112.3471467,128130,1685.921053,0.257178334,0.306448008,0.093910382,0.351920108,0.299248331,0.089549564,0.204480274,0.203767395,0.041521151,6.614607345,115.2932455,13292.53246,-0.702791656,57.39238041,3293.885329,0.00879478,1.055906672,1.114938899,0.135768622,0.100275666,0.010055209,1272.340448,679.1634622,461263.0084,1786.033764,550.541694,303096.1568,24.91372084,6.890673093,47.48137568,2694.55454,1804.537303,3256354.877,1.137443974,1.553118184,2.412176093,-0.012604182,0.114186238,0.013038497,0.046006147,0.037881773,0.001435029,7.27E-06,0.16422604,0.026970195,3.55E-05,0.016112881,0.000259625,16.68469841,6.655685087,44.29814398,3
Torite Paa Deini .mp3,161.4990234,208930,1356.688312,0.244182444,0.324279143,0.105156963,0.389496231,0.311753481,0.097190233,0.225625307,0.180073747,0.032426554,19.08082136,182.1163446,33166.36299,-5.483497209,46.1628917,2131.01257,0.008460722,2.488139346,6.190837404,0.250652701,0.137374714,0.018871814,1950.286465,927.3211447,859924.5054,2309.312374,380.3795737,144688.6201,23.30157646,7.181943061,51.58030613,4178.533066,1658.983776,2752227.17,1.928565972,2.323005469,5.396354409,-0.017752648,0.099841588,0.009968343,0.072192307,0.068778249,0.004730448,-4.11E-06,0.268845528,0.072277918,-2.71E-06,0.05435263,0.002954209,6.860335601,1.763271971,3.109128044,3
Tumi Ki Keboli Chobi.mp3,129.1992188,153939,1251.536585,0.1977429,0.297620567,0.088578002,0.351846685,0.297784596,0.088675666,0.21220547,0.195709407,0.038302172,18.38847754,193.2432722,37342.96223,-7.777281254,42.9659614,1846.073839,0.007454865,1.517518082,2.302861128,0.239642516,0.144425869,0.02085883,1939.837233,785.1539771,616466.7678,2243.342707,486.3643746,236550.3049,25.03407224,6.184634214,38.24970036,4039.946404,1874.43551,3513508.483,1.638602043,1.95103862,3.806551697,-0.024394166,0.118395985,0.014017609,0.075251057,0.050760501,0.002576628,-0.000171188,0.272821099,0.07443136,-0.000112157,0.031867482,0.001015536,8.223346939,4.075828179,16.61237534,3
Tumi Usar Sonar Bindu.mp3,151.9990809,191116,1291.324324,0.261776807,0.307165927,0.094350907,0.40115941,0.291209862,0.084803184,0.235793269,0.166537886,0.027734868,4.457500792,41.65318133,1734.987515,-6.354176219,53.86421085,2901.35321,0.00730211,2.613139805,6.828499638,0.124242187,0.060921866,0.003711474,1565.492262,776.7939036,603408.7686,1874.911611,556.2818702,309449.5192,23.29622273,6.911595394,47.77015089,3283.74681,1731.036543,2996487.513,1.091966784,1.255879273,1.577232749,0.00075317,0.088178588,0.007775463,0.068239194,0.061593952,0.003793815,-1.80E-06,0.128895998,0.01661418,-3.70E-05,0.027911028,0.000779025,2.950095238,1.068079424,1.140793655,3
Aabar Esechhe Aasar.mp3,112.3471467,134491,1256.925234,0.325340125,0.295698683,0.087437711,0.409891668,0.286960344,0.082346239,0.229693831,0.174854447,0.030574077,1.172545903,6.845558065,46.86166522,-6.407478636,65.4254974,4280.49571,0.01054477,2.111238453,4.457327807,0.064268969,0.031901244,0.001017689,1496.38614,578.937759,335168.9287,1853.076262,398.2393701,158594.5959,24.92369613,6.972905992,48.62141797,3240.317906,1200.453258,1441088.025,0.695524402,0.894712911,0.800511193,-0.026297445,0.100729814,0.010146496,0.060869624,0.043014853,0.001850278,-2.27E-06,0.063890003,0.004081932,-3.65E-05,0.017735887,0.000314562,17.99894785,7.109327785,50.54254155,1
Aabar Shraban Hoye Ele Phiray.mp3,143.5546875,173516,1239.4,0.258919335,0.304544203,0.092747172,0.402778534,0.289149048,0.083607172,0.238398804,0.16278619,0.026499344,3.454084034,26.67326037,711.4628185,-6.229929244,49.35894772,2436.30572,0.007333899,2.51644988,6.332520001,0.112676919,0.048367348,0.0023394,1924.322334,572.0023872,327186.7309,2205.702299,414.7447886,172013.2397,23.21100826,6.2917,39.5854889,4162.899828,1247.666719,1556672.242,1.036765275,1.202955754,1.447102545,0.008270728,0.084483755,0.007137505,0.065151722,0.037231602,0.001386192,-3.74E-05,0.112762831,0.012715456,-0.000193506,0.027635291,0.000763709,2.606439909,1.342685219,1.802803597,1
Aaj Aakasher Moner Kotha.mp3,117.4538352,152066,1288.694915,0.30268421,0.307336007,0.094455421,0.382823337,0.292468166,0.085537628,0.226672619,0.178753621,0.031952857,0.862242193,5.712869836,32.63688177,-6.632129451,65.64353665,4309.073903,0.00357594,2.154738589,4.642898387,0.061165664,0.022578666,0.000509796,1367.228518,358.1954202,128303.959,1808.082485,299.2602232,89556.68121,24.61571336,7.09737894,50.37278782,2884.265893,798.5179588,637630.9306,0.638090057,0.739460612,0.546801997,0.027560118,0.089748152,0.008054731,0.048021063,0.030511702,0.000930964,-0.022558162,0.055920161,0.003127065,-0.000409591,0.013018388,0.000169478,2.371918367,1.413888855,1.999081695,1
Aaj Bari Jhare Jharo Jharo.mp3,103.359375,136406,1324.330097,0.266694484,0.299598098,0.089759021,0.434911069,0.279690048,0.078226523,0.237564769,0.164000957,0.026896314,2.040026567,15.94740547,254.3197412,-6.965766943,58.04908058,3369.695756,0.007847868,2.202482485,4.850929099,0.089278743,0.043161329,0.0018629,1836.459122,538.8540392,290363.6755,1924.890274,472.1124505,222890.1659,25.25302788,7.14896962,51.10776663,3742.394037,1217.390844,1482040.467,0.87895734,1.033255023,1.067615943,-0.01868209,0.081051186,0.006569295,0.08637684,0.03459893,0.001197086,-6.19E-05,0.092018396,0.008467386,-0.000195627,0.022327308,0.000498509,4.652117914,1.295088157,1.677253334,1
Aaj Dakhino Batashey.mp3,135.9991776,170201,1270.156716,0.248502303,0.31086016,0.096634039,0.399615443,0.293712702,0.086267152,0.233702795,0.169458954,0.028716337,2.216152912,25.94262575,673.0198307,-12.80115627,56.22547188,3161.303688,0.007360771,2.741396719,7.515255972,0.08220318,0.06082895,0.003700161,2084.079806,730.7849498,534046.6429,2011.063627,444.6071916,197675.5549,23.60648932,7.000579044,49.00810696,4107.229331,1344.449548,1807544.586,0.778413288,1.040356742,1.08234215,-0.019659508,0.100737218,0.010147987,0.106555856,0.068157708,0.004645473,-2.49E-06,0.092761226,0.008604645,-1.77E-05,0.025429688,0.000646669,3.296072562,1.206465473,1.455558937,1
Aaj Khela Bhangar Khela.mp3,95.703125,117375,1248.670213,0.277867871,0.295140712,0.08710804,0.446311127,0.268296382,0.071982949,0.246724592,0.149867638,0.022460309,1.117330009,7.029535837,49.41437408,-6.304892387,49.08750244,2409.582896,0.00346991,1.950231512,3.803402951,0.071141079,0.028545549,0.000814848,1944.36126,362.4751479,131388.2329,1998.232284,325.9032366,106212.9196,24.1279211,6.866323488,47.14639824,3960.176053,854.1050353,729495.4113,0.952827648,1.134897102,1.287991431,-0.013528185,0.077998203,0.00608372,0.101286614,0.029652134,0.000879249,-0.02251249,0.061862919,0.003827021,-0.000113272,0.022351108,0.000499572,1.92493424,1.139361792,1.298145294,1
